registrant_lobby_actor_id,firm,lobbyists
76994,Miller/Wenhold Capitol Strategies LLC,4
148131,Duane Morris LLP,4
226091,Specialty Equipment Market Association,4
200697,Portland Cement Association,4
155504,AJW Inc.,4
356717,Earhart Turner LLC,4
330315,Marathon Petroleum Co. LP,4
27295,Argentum Inc.,4
346832,Si Senor LLC,4
162253,Edwards Lifesciences Corp.,4
6041,SPECTRUM Group,4
299537,Zero Emission Transportation Association,4
317080,Alaska Airlines,4
203830,Spirit Rock Consulting Inc.,4
299599,Majority Group LLC,4
22858,Association of Community College Trustees,4
340182,Center for AI Policy Inc.,4
336158,SBL Strategies LLC,4
256862,Discover Financial Services Inc.,4
15657,National American Indian Housing Council,4
317139,Columbia Riverkeeper,4
205737,Nossaman LLP,4
333041,Maynard Nexsen PC,4
10581,National Propane Gas Association,4
244652,Center Road Solutions LLC,4
5300,Schagrin Associates,4
317361,PLUS Communications LLC,4
331391,VillageMD,4
64845,Advanced Micro Devices Inc.,4
7794,State Street Bank and Trust Co.,4
343612,Research Service Bureau Inc.,4
33711,National Chicken Council,4
333345,Elanco Animal Health Inc.,4
25924,Plastics Industry Association Inc.,4
106918,ITC Holdings Corp.,4
267432,Bryan Cave Leighton Paisner LLP,4
222320,Capitol Core Group Inc.,4
165644,Texas Instruments Inc.,4
65173,Washington Tax and Public Policy Group LLC,4
101002,State Farm Mutual Automobile Insurance Co.,4
50535,Electrolux North America Inc.,4
3035,Real Estate Roundtable Inc.,4
208,Dykema Gossett PLLC,4
295525,Patterson Earnhart Real Bird & Wilson LLP,4
86775,Capstone National Partners,4
52450,BlueWater Strategies LLC,4
256104,Resolution Public Affairs LLC,4
38591,Christian Legal Society,4
102745,American Council of the Blind Inc.,4
353956,Apollo Research PBC,4
163656,H&R Block Inc.,4
149991,Federal Business Group Inc.,4
356086,McBride Consulting & Business Development Group,4
194438,Schneider Electric USA Inc.,4
165449,TwinLogic Strategies LLP,4
170864,LeadingAge Inc.,4
91868,American Association for Cancer Research,4
109,American Osteopathic Association,4
25593,Tonio Burgos & Associates Inc.,4
45173,League of Women Voters of the United States,4
309258,Food Solutions Action,4
25041,United Mine Workers of America,4
10932,United Services Automobile Association,4
226773,Leukemia and Lymphoma Society Inc.,4
21759,American Academy of Otolaryngology - Head and Neck Surgery,4
18193,American Physical Society,4
320302,Target Corp.,4
216441,NovoCure Ltd.,4
349157,Verano Holdings LLC,4
5603,Twenty-First Century Group Inc.,4
18463,University of Connecticut (Storrs),4
201773,Lenovo (United States) Inc.,4
221120,American Rivers Inc.,4
174689,American Bakers Association,4
297974,Siemens Energy Inc.,4
340449,Skyline Capitol LLC,4
17151,Ward and Smith PA,4
316691,Kraken,4
161794,Owner-Operator Independent Drivers Association,4
241881,JUUL Labs Inc.,4
2720,State University of New York (system),4
38181,American Chemical Society,4
103924,National Athletic Trainers' Association,4
165952,Enterprise Mobility,4
11674,Bunge North America Inc.,4
339856,OpenAI OpCo LLC,4
220090,Palo Alto Networks Inc.,4
284397,Tiger Hill Partners LLC,4
204259,Health Industry Distributors Association,4
315159,American Firearms Association,4
220611,National Center for Missing and Exploited Children,4
297163,ESP Advisors LLC,4
254942,American Principles Project,4
73088,Allstate Insurance Co.,4
149798,Bradley Arant Boult Cummings LLP,4
244955,JinkoSolar (U.S.) Inc.,4
343090,I Street Advocates,4
92047,Kellen Co.,4
246783,Hunton Andrews Kurth LLP,4
200431,Emmer Consulting Inc.,4
250153,American Gaming Association,4
25527,National Taxpayers Union,4
298002,Breakthrough Energy LLC,4
32607,Edward D. Jones & Co. LP,4
42398,International Association of Fire Chiefs,4
19990,New York Bankers Association,4
341794,IDEMIA Identity & Security USA LLC,4
44973,Emory University,4
101081,American College of Physicians Services Inc.,4
21097,Americans for the Arts,4
103159,Brown & Weinraub PLLC,4
24519,Covino Smith & Simon Inc.,4
22325,National Fisheries Institute Inc.,4
60491,Clark Hill PLC,4
344469,iHeartMedia Inc.,4
74819,Mintz Levin Cohn Ferris Glovsky and Popeo PC,4
91989,Alternative Investment Management Association Ltd.,4
38096,AMGA,4
319469,CR Federal LLC,4
56205,Hemophilia Federation of America,4
5245,Deutsche Post World Net USA Inc.,4
178133,Chamber Hill Strategies,4
173565,Delta Strategy Group,4
322616,GTB Partners LLC,4
12705,American Academy of Physician Associates Inc.,4
341156,American Academy of Ophthalmology,4
13783,Council of Insurance Agents and Brokers,4
18544,Boys and Girls Clubs of America,4
252204,Aquia Group LLC,4
106819,Small Business Investor Alliance,4
248955,Association for Uncrewed Vehicle Systems International,4
56937,Public Knowledge,4
283981,LEGO Systems Inc.,4
250143,Axiom Space Inc.,4
209912,Worldpay Inc.,4
227609,BorgWarner Inc.,4
209203,Animal Welfare Institute,4
231284,Meguire Whitney LLC,4
14212,Albemarle Corp.,4
212348,Lucid USA Inc.,4
293716,Chime Financial Inc.,4
146892,HBW Resources LLC,4
101305,Blinded Veterans Association,4
17465,Gordley Associates,4
207650,Anheuser-Busch Cos. LLC,4
338312,International Council of Shopping Centers Inc.,4
223634,Corning Inc.,4
228773,National Small Business Association,4
293607,Emergent BioSolutions Inc.,4
205819,Red Bull North America Inc.,4
222962,Competitive Carriers Association,4
201614,Grifols Shared Services North America Inc.,4
54262,ConocoPhillips Co.,4
315184,International Fresh Produce Association,4
326382,Corteva Agriscience LLC,4
63204,"National Stone, Sand and Gravel Association",4
203804,Exelon Business Services Co. LLC,4
230655,ClearPath Action for Conservative Clean Energy Inc.,4
193968,Allegiant Travel Co.,4
164103,Gephardt Government Affairs,4
14005,Consumer Data Industry Association,4
30411,National Humanities Alliance,4
90405,CrisCom Public Relations Inc.,4
211008,American College of Emergency Physicians,4
241529,Experian North America,4
17321,Norfolk Southern Corp.,4
81031,NetApp Inc.,4
89765,Gibbons PC,4
15890,Consumer Healthcare Products Association,4
34480,National Association of Social Workers,4
25911,Adtalem Global Education Inc.,4
4010,American Forest & Paper Association Inc.,4
43096,Laborers' International Union of North America,4
212322,Capitol Decisions Inc.,4
65634,Nationwide Mutual Insurance Co.,4
20911,American Health Information Management Association,4
350744,"Cotchett, Pitre & McCarthy LLP",4
11123,ASAE,4
64351,"Combest, Sell & Associates LLC",4
217613,National Guard Association of the United States,4
12437,Eaton Corp.,4
327169,Brumidi Group,4
6988,Navy Federal Credit Union,4
329053,Andreessen Horowitz,4
290529,Terakeet LLC,4
356857,Cosgrove Jonhenry LLC,4
67306,Alkermes Inc.,4
21375,National Community Reinvestment Coalition,4
191570,Tiber Creek Health Strategies Inc.,4
153193,Business Software Alliance Inc.,4
60904,Society of Thoracic Surgeons,4
148091,United Food and Commercial Workers International Union,4
215121,S&P Global Inc.,4
45487,Air Liquide USA LLC,4
258280,Bridge Public Affairs LLC,4
334146,Icebreaker Strategies LLC,4
104930,Smith & Nephew Inc.,4
45747,Renewable Fuels Association,4
4337,Policy Development Group Inc.,4
103235,"FMI, The Food Industry Association",4
336772,SBT Distributors LLC,4
334929,Mutual of Omaha Insurance Co.,4
8378,Boston Scientific Corp.,4
304281,Avangrid Inc.,4
211513,Charles Schwab Corp.,4
203162,Regeneron Pharmaceuticals Inc.,4
101337,Kadesh & Associates LLC,4
11260,Marcus G. Faust PC,4
249615,World Professionals Group LLC,4
336258,Modern Fortis LLC,4
57782,Kilpatrick Townsend & Stockton LLP,4
2319,Cystic Fibrosis Foundation,4
29551,National Rural Health Association,4
252048,March for Our Lives Action Fund,4
242393,Impact Health Policy Partners,4
230349,Vizient Inc.,4
95844,YMCA of the USA,4
201915,Holland & Hart LLP,4
296166,Kairos Government Affairs LLC,4
69269,D&P Creative Strategies LLC,4
38816,NETWORK Lobby for Catholic Social Justice,4
19176,Marsh & McLennan Cos. Inc.,4
229339,Imperium Global Advisors,4
214180,Cardinal Health Inc.,4
313238,Washington Navigators LLC,4
309168,Coupang Inc.,4
206789,National Association for Gun Rights,4
113223,Democratic Progressive Party (Taiwan) Mission in the United States,4
231244,Arkema Inc.,4
224589,"MacPherson, Andrew",4
94535,International Brotherhood of Electrical Workers,4
202171,Washington State University,4
213047,Fresenius Medical Care Holdings Inc.,4
11859,Federal Group Inc.,4
347978,Saxa Innovation LLC,4
258889,Fox Corp.,4
510,Association of State and Territorial Health Officials,4
349844,Solvay America LLC,4
17384,International Foodservice Distributors Association,4
173104,Mapetsi Policy Group LLC,4
106223,McCarthy Strategic Solutions LLC,4
227476,Novo Nordisk Inc.,4
231776,Workday Inc.,4
176229,Mars Inc.,4
77390,Wessel Group Inc.,4
23752,NTCA–The Rural Broadband Association,4
13165,International Franchise Association,4
167339,"Martin, Aurene Michele",4
275234,McDonald's Corp.,4
308451,Canadian National Railway Co.,4
77413,Rio Tinto Services Inc.,4
148001,Association of Home Appliance Manufacturers,4
66281,Trust for Public Land,4
152641,Versant Strategies LLC,4
47361,Paypal Inc.,4
350932,Artemis Group LLC,4
14118,University of Alaska System,4
191263,Red+Blue Strategies,4
51122,"University of Maryland, College Park",4
234755,Ashcroft Law Firm LLC,4
214183,University of Miami,4
25107,American Urological Association,4
348953,FP Advocacy LLC,4
48786,Archer Daniels Midland Co.,4
34961,Fertilizer Institute,4
220243,Ott Bielitzki & O'Neill PLLC,4
103966,Financial Services Forum,4
1883,National Electrical Contractors Association Inc.,4
295073,Ursa Major Technologies Inc.,4
189609,Pennsylvania State University,4
83221,National Association of Clean Water Agencies,4
337731,Altana Technologies Inc.,4
23836,National Association of Wholesaler-Distributors,4
226828,Bramer Group LLC,4
42141,CoBank ACB,4
30191,American Public Works Association,4
49154,Health Policy Source Inc.,4
92963,American Short Line and Regional Railroad Association,4
4248,American Occupational Therapy Association Inc.,4
211001,American Society of Anesthesiologists,4
16223,American Lung Association,4
103023,Massachusetts Biotechnology Council,4
96911,American Exploration & Production Council,4
55956,American Express Co. Inc.,4
38158,American Automobile Association,4
104549,Primerica Life Insurance Co.,4
79352,F. Hoffmann-La Roche Ltd.,4
92931,Farm Credit Council,4
308986,Maxar Technologies Holdings Inc.,3
253236,Riverside Strategic Solutions LLC,3
314045,Wheat Shroyer Government Relations LLC,3
221094,Warwick Group Consultants LLC,3
77196,Oceana Inc.,3
3656,University of Rochester,3
320259,Maynor & Stiers LLC,3
336817,FBB Federal Relations,3
360593,Vision Communication ET Consultation LLC,3
111716,Roberti Global LLC,3
39536,Whirlpool Corp.,3
26848,Westinghouse Electric Co. LLC,3
278048,O'Keeffe Shahmoradi Strategies LLC,3
104283,Fresenius Kabi USA LLC,3
43365,Friends of the Earth,3
1722,Epilepsy Foundation of America,3
248554,Womble Bond Dickinson (US) LLP,3
170746,Arthritis Foundation,3
65642,Winston & Strawn LLP,3
228450,Career Education Colleges and Universities,3
166608,Special Olympics Inc.,3
79398,Ferring Pharmaceuticals Inc.,3
153286,BWX Technologies Inc.,3
312524,Epirus Inc.,3
144301,North America's Building Trades Unions,3
152387,DeBrunner & Associates Inc.,3
346837,Matrix Aviation Inc.,3
68178,Financial Services Institute Inc.,3
3235,Spiegel & McDiarmid LLP,3
331390,U.S. Global Leadership Coalition,3
301909,Finseca,3
219254,Velos,3
152575,Exact Sciences Corp.,3
203495,International Motors LLC,3
46690,Capitol Resources LLC,3
88648,Marriott International Inc.,3
228619,Spinnaker Government Relations,3
241929,McCarthy Advanced Consulting LLC,3
348269,Whatley Kallas LLP,3
342097,Cencora Inc.,3
226994,Enbridge (U.S.) Inc.,3
23140,Independent Petroleum Association of America,3
351656,First Channel America,3
11822,American Society of Mechanical Engineers,3
254941,Starbucks Corp.,3
5615,Waterways Council Inc.,3
6601,RTI International,3
221601,North American Meat Institute,3
143047,Securing America's Future Energy Foundation,3
255233,Infineon Technologies Americas Corp.,3
53901,FirstEnergy Corp.,3
358655,American Rivers Action Fund,3
225611,Eyman Associates PC,3
199426,Williams Cos. Inc.,3
348067,Washington Global Advisors LLC,3
101598,Regions Financial Corp.,3
196528,Semiconductor Industry Association,3
329371,National Hockey League,3
210895,Calfee Strategic Solutions LLC,3
41319,American Seed Trade Association,3
246203,Exelixis Inc.,3
275587,Blue Ridge Law & Policy PC,3
200078,Cruise Lines International Association,3
17434,Public Lands Council,3
175653,Mellon Financial Services Corp. No. 1,3
76920,National Insurance Crime Bureau,3
49698,Mass General Brigham Inc.,3
53638,American International Automobile Dealers Association,3
13524,Equipment Leasing and Finance Association,3
203791,Schoening Strategies LLC,3
162712,Auto Care Association,3
195979,Public Strategies 360 LLC,3
99896,Mercedes-Benz USA LLC,3
92055,National Down Syndrome Society,3
235063,Flexible Packaging Association,3
241417,Allon Advocacy LLC,3
93351,Electronic Frontier Foundation,3
244737,SAS Institute Inc.,3
309695,ASML US LLC,3
90159,American Association of Neurological Surgeons,3
3835,Cascade Associates,3
204297,National Football League,3
69918,Princeton University,3
51765,Perkins Coie LLP,3
31772,Children's Healthcare of Atlanta (Ga.) Inc.,3
231767,Santander Holdings USA Inc.,3
229562,Impact Management Group,3
205739,American Association of Neuromuscular and Electrodiagnostic Medicine,3
9883,Sivon Natter & Wechsler PC,3
26916,National Association of Waterfront Employers,3
51132,Vistra Corp.,3
52034,UBS Americas Inc.,3
150489,Medicaid Health Plans of America,3
340999,Pacific Northwest Waterways Association,3
28561,International Bottled Water Association,3
252235,ALS Association,3
114254,"Cleary, Gottlieb, Steen & Hamilton LLP",3
22240,National Confectioners Association,3
77808,Vanguard Group Inc.,3
49958,Travel Tech: The Travel Technology Association,3
245585,"Cravath, Swaine & Moore LLP",3
352682,ACT Education Corp.,3
94541,International Union of Painters and Allied Trades,3
347063,American Fintech Council,3
360676,GUARDIAN Police Solutions LLC,3
341144,Shield AI Inc.,3
356093,Vantive US Healthcare LLC,3
232926,GlobalFoundries U.S. Inc.,3
173585,Heritage Action for America,3
205763,Alliance for Aging Research,3
18231,National Association of Letter Carriers,3
221944,American Maritime Officers,3
352006,"Haddad, Philip",3
20098,CF Industries Inc.,3
298071,Veterans Guardian VA Claim Consulting LLC,3
230371,Lumen Technologies Inc.,3
53975,National Academy of Recording Arts and Sciences Inc.,3
205578,Aircraft Owners and Pilots Association,3
224814,National Business Aviation Association Inc.,3
206218,American Network of Community Options and Resources,3
210481,Lincoln Policy Group,3
234947,SL Strategies LLC,3
296867,University of Tennessee System,3
309737,GMJ Global LLC,3
225204,Air Medical Group Holdings Inc.,3
53175,Advocate Health Care,3
146451,American Water Works Association,3
24118,American Society of Hematology,3
251630,Americans for Carbon Dividends Inc.,3
342450,Secure Identity LLC,3
32718,American Society Health-System Pharmacists,3
15516,Amnesty International USA,3
202826,Agrium U.S. Inc.,3
84665,National Alliance on Mental Illness,3
195819,American Water Works Service Co. Inc.,3
21203,America's Blood Centers,3
353874,Lewis and Wilkins LLP,3
344681,Sierra Space Corp.,3
334669,Appalachian Voices,3
5906,Puget Sound Energy Inc.,3
345668,Accelerate Strategies LLC,3
23478,National Association for the Advancement of Colored People,3
359735,Ankura Advocacy LLC,3
28362,Applied Materials Inc.,3
105730,LG Electronics USA Inc.,3
297326,Thermo Fisher Scientific Inc.,3
25487,Lincoln National Corp.,3
357319,Ragnar Group LLC,3
271028,Acuity Strategic Partners LLC,3
344358,Americans for Responsible Innovation,3
267164,America's Physician Groups,3
88530,Linchpin Strategies LLC,3
147160,General Aviation Manufacturers Association,3
316312,POET LLC,3
111223,M.J. Simon & Co. LLC,3
109575,Volvo Group North America LLC,3
15728,Council for a Livable World,3
301759,Ant Group Co. Ltd.,3
79148,GE Healthcare Technologies Inc.,3
81742,Liberty Partners Group LLC,3
22419,General Mills Inc.,3
1,Petrizzo Group Inc.,3
201971,LinkedIn Corp.,3
160312,"Writers Guild of America, West",3
